nct_id,brief_title,phase,conditions,overall_status,enrollment_count,num_locations,num_countries,countries,start_date,primary_completion_date
NCT04549428,Atezolizumab Plus 8 Gy Single-fraction Radiotherapy for Advanced Oligoprogressive NSCLC,PHASE2,NSCLC Stage IV,TERMINATED,12.0,3,1,Switzerland,2020-10-01,2023-01-23
NCT01198665,RAD001 Combined With CHOP in Newly Diagnosed Peripheral T-cell Lymphomas,PHASE1,"Peripheral T Cell Lymphoma Unspecified, Anaplastic Large Cell Lymphoma, ALK-negative, Angioimmunoblastic T Cell Lymphoma, Cutaneous T Cell Lymphoma",COMPLETED,46.0,5,1,South Korea,2010-07,2014-12
NCT00737867,Vinorelbine/Gemcitabine Versus Vinorelbine/Carboplatin in Advanced Non-small Cell Lung Cancer,PHASE3,Advanced Non-Small Cell Lung Cancer,COMPLETED,444.0,4,1,Norway,2007-09,2011-02
NCT02193100,Pre and Post Treatment Metabolomic Analysis of Leukemia: A Translational Clinical Trial of the Brown Cancer Center,,Leukemia,WITHDRAWN,0.0,1,1,United States,2014-08,2018-06
NCT03343236,Nutrition and Inflammation in Patients with Head and Neck Cancer,,"Head and Neck Neoplasms, Radiotherapy Side Effect, Inflammation, Metabolism",ACTIVE_NOT_RECRUITING,522.0,1,1,Sweden,2015-11-01,2025-12-31
NCT05235100,Preoperative IMRT With Concurrent Apatinib for Localised Extremity or Trunk Sarcoma （SPARE-02）,PHASE2,"Sarcoma,Soft Tissue, Extremity, Trunk, Intensity-modulated Radiotherapy, Targetd Therapy, Major Wound Complications",COMPLETED,30.0,1,1,China,2021-09-01,2024-08-31
NCT07117136,Blinatumomab Consolidation in Real World,,B-Cell Acute Lymphoblastic Leukaemia,RECRUITING,200.0,1,1,United States,2025-08-28,2029-05-14
NCT01482936,Pharmacokinetic (PK) Study of OxyNorm Injections in Chinese Patient,PHASE1,Pain,COMPLETED,44.0,1,1,China,2010-05,2011-04
NCT03000036,Doxorubicin-associated Cardiac Remodeling Followed by CMR in Breast Cancer Patients,NA,"Breast Cancer Female, Doxorubicin Induced Cardiomyopathy",COMPLETED,27.0,1,1,Brazil,2012-07,2015-01
NCT00004036,Combination Chemotherapy Plus Amifostine in Treating Patients With Advanced Cancer,PHASE1,"Chronic Myeloproliferative Disorders, Drug/Agent Toxicity by Tissue/Organ, Leukemia, Lymphoma, Multiple Myeloma and Plasma Cell Neoplasm, Myelodysplastic Syndromes, Precancerous Condition, Unspecified Adult Solid Tumor, Protocol Specific",UNKNOWN,30.0,1,1,United States,1997-11,
NCT00311636,"Triptorelin in Preventing Early Menopause in Premenopausal Women Who Are Receiving Chemotherapy for Stage I, Stage II, or Stage III Breast Cancer That Has Been Removed By Surgery",PHASE3,Breast Cancer,COMPLETED,280.0,18,1,Italy,2003-09,2008-01
NCT03831711,68-Ga-RM2 PET/MRI in Imaging Patients With Estrogen Receptor-Positive Breast Cancer,PHASE1,"Breast Carcinoma, Estrogen Receptor Positive",COMPLETED,5.0,1,1,United States,2019-03-19,2021-11-15
NCT01099111,Advanced Metagenomic Analysis of Human Colonic Microbiota in Patients With Chronic GI Disorders,,"Irritable Bowel Syndrome, Colitis, Ulcerative, Crohn Disease, Colonic Neoplasms",COMPLETED,225.0,1,1,Saudi Arabia,2010-07,2012-01
NCT02684071,Phase II Study of Intraventricular Methotrexate in Children With Recurrent or Progressive Malignant Brain Tumors,PHASE2,"Recurrent Childhood Medulloblastoma, Recurrent Childhood Ependymoma, Childhood Atypical Teratoid/Rhabdoid Tumor, Embryonal Tumor With Abundant Neuropil and True Rosettes, Metastatic Malignant Neoplasm to the Leptomeninges",TERMINATED,3.0,1,1,United States,2016-02,2019-12-09
NCT00215644,"Matuzumab Treatment With Epirubicin, Cisplatin and Capecitabine (ECX) in Esophago-Gastric Cancer",PHASE2,"Esophageal Cancer, Gastric Cancer",COMPLETED,72.0,22,4,"Germany, Spain, Switzerland, United Kingdom",2005-08-31,2008-07-31
NCT05814744,Efficacy of Adding Dexmedetomidine in Ultrasound-guided Intermediate Cervical Plexus Block for Thyroidectomy Surgery,NA,"Pain, Postoperative, Cancer of Larynx",COMPLETED,60.0,1,1,Egypt,2023-04-01,2023-10-01
NCT06137144,AZD3470 as Monotherapy and in Combination With Anticancer Agents in Participants With Relapsed/Refractory Haematologic Malignancies.,PHASE1,"Lymphoma, Non-Hodgkin, Hodgkin Lymphoma",RECRUITING,110.0,20,8,"Australia, France, Germany, Italy, South Korea, Spain, United Kingdom, United States",2024-01-23,2026-05-08
NCT06971744,Autophagy Maintenance (AUTOMAIN),PHASE2,Ovarian Cancer,RECRUITING,38.0,1,1,United States,2025-12-18,2028-06-18
NCT04854434,A Study to Evaluate the Safety and Efficacy of Selinexor With or Without Pembrolizumab Versus Standard of Care in Previously Treated Metastatic Colorectal Cancer With RAS Mutations,PHASE2,Metastatic Colorectal Cancer,TERMINATED,13.0,3,1,United States,2021-06-29,2022-06-24
NCT02080234,Combine GELOX With Concurrent Radiation Therapy for Patients With Stage IE/IIE ENKTL,PHASE2,"Lymphoma, Extranodal NK-T-Cell",UNKNOWN,40.0,1,1,China,2014-03,2016-12
NCT00108264,Tumor RNA Transfected Dendritic Cell Vaccines,PHASE1,Prostate Cancer,COMPLETED,,1,1,United States,,
NCT00574509,Hematopoietic Stem Cell Transplant for Recurrent Non-Hodgkin's Lymphoma,PHASE1,Lymphoma,COMPLETED,34.0,1,1,United States,1996-03-04,2014-11-01
NCT05405309,RP-3500 and Olaparib in DNA Damage Repair Pathway Deficient Relapsed/Refractory Chronic Lymphocytic Leukemia,PHASE1,Chronic Lymphocytic Leukemia,TERMINATED,5.0,1,1,United States,2022-09-23,2023-10-24
NCT01648699,Safety and Efficacy Study of Osmotic Release Oral System (OROS) Hydromorphone in Participants With Cancer Pain,PHASE4,Pain,TERMINATED,20.0,0,0,,2010-04,2010-09
NCT06110832,The Effect of Mindfulness-based Yoga and Meditation on Some Parameters in Breast Cancer Patients,NA,Breast Cancer,COMPLETED,41.0,1,1,Turkey (Türkiye),2023-05-11,2023-08-25
NCT06927232,AZA+Lus VS AZA Monotherapy in HR-MDS,PHASE3,Higher-risk Myelodysplastic Syndrome,NOT_YET_RECRUITING,86.0,0,0,,2025-04,2026-01-31
NCT03197987,Comparison of Two Devices During Colonoscopy,NA,Adenomatous Polyps,COMPLETED,710.0,1,1,Spain,2017-06-01,2018-07-31
NCT03242187,Trans-anal Versus Laparoscopic TME for Mid and Low Rectal Cancer,PHASE2,Rectal Cancer,UNKNOWN,30.0,1,1,Egypt,2017-05-25,2019-01-25
NCT05610293,T1 Squamous Cell Carcinomas of the Lip,,"Lip, Lip Cancer, Lip SCC, Squamous Cell Carcinoma, Squamous Cell Carcinoma of the Lip, Surgery, Surgical Margin, Recurrence, Metastasis, Tumor Free Margins",UNKNOWN,300.0,3,1,Netherlands,2021-04-01,2023-07-01
NCT06313593,"A Study to Evaluate the Safety, Tolerability of INCB160058 in Participants With Myeloproliferative Neoplasms",PHASE1,Myeloproliferative Neoplasms,RECRUITING,186.0,31,8,"Canada, France, Germany, Italy, Norway, Switzerland, United Kingdom, United States",2024-08-08,2028-10-09
NCT00180921,Study of Imatinib (Glivec) in Patients With Adenoid Cystic Carcinoma of the Head and Neck,PHASE2,"Cancer of the Head and Neck, Carcinoma, Adenoid Cystic",UNKNOWN,30.0,1,1,France,2004-07,
NCT07200414,Strengthening HPV Vaccination and Adolescent Health Research Program in Nigeria (SHARP),NA,"Human Papillomavirus (HPV) Vaccine, Human Papillomavirus (HPV) Vaccines, Human Papillomavirus (HPV) Infections, Adolescent Health Services",ACTIVE_NOT_RECRUITING,14768.0,1,1,Nigeria,2024-10-01,2025-12-31
NCT03639714,A Study of a Personalized Neoantigen Cancer Vaccine,PHASE1,"Non Small Cell Lung Cancer, Colorectal Cancer, Gastroesophageal Adenocarcinoma, Urothelial Carcinoma",COMPLETED,29.0,11,2,"Australia, United States",2019-02-13,2022-11-10
NCT05523804,Patient Outcomes Following Interval and Delayed Cytoreductive Surgery in Advanced Ovarian Cancer,,Ovarian Cancer,UNKNOWN,800.0,1,1,United Kingdom,2022-08-26,2023-12-31
NCT07196384,Optical PD-1 and PD-L1 Imaging in Locally Advanced Esophageal Cancer Using Durvalumab-680LT and Nivolumab-800CW,PHASE1,Esophageal Cancer,NOT_YET_RECRUITING,15.0,0,0,,2025-12-15,2026-10-30
NCT00002284,A Study of Azidothymidine (AZT) in the Treatment of HIV Infection in Patients Receiving a Bone Marrow Transplant,NA,"Lymphoma, Non-Hodgkin, HIV Infections",COMPLETED,,1,1,United States,,
NCT00019084,Vaccine Therapy and Biological Therapy in Treating Patients With Advanced Cancer,PHASE2,"Breast Cancer, Cervical Cancer, Colorectal Cancer, Lung Cancer, Ovarian Cancer, Pancreatic Cancer",COMPLETED,,1,1,United States,1996-02,
NCT00004184,Monoclonal Antibody Therapy in Treating Patients With Stage III or Stage IV Melanoma,PHASE1,Melanoma (Skin),COMPLETED,50.0,0,0,,1998-08,2001-06
NCT02473484,Search of Protein Biomarkers in Order to Achieve a Molecular Classification of Gliomas,,Glioblastoma,COMPLETED,78.0,1,1,France,2014-06-24,2017-10
NCT02989584,A Phase II Study of Atezolizumab in Combination With Cisplatin + Gemcitabine Before Surgery to Remove the Bladder Cancer,PHASE1,"Bladder Cancer, Metastatic Bladder Cancer, Urothelial Carcinoma",ACTIVE_NOT_RECRUITING,54.0,11,1,United States,2016-12-20,2025-12
NCT05532384,Effect of Early Postoperative Drinking Water on Postoperative Recovery Quality of Patients With Thyroid Surgery,NA,Thyroid Tumor,UNKNOWN,94.0,1,1,China,2022-12-01,2024-01-01
NCT04853784,Prospective Registration Study of Totally Laparoscopy Versus Laparoscopy Assisted Colon Cancer Surgery,,"Colon Cancer, Surgery, Totally Laparoscopic, Intracorporeal Anastomosis",UNKNOWN,650.0,1,1,China,2021-05-01,2023-05-01
NCT05488184,Study to Evaluate the Organoleptic Perception of Oral Nutritional Supplements for Oncological Patients,NA,"Cancer, Nutrition Related Cancer, Malnutrition",COMPLETED,30.0,1,1,Spain,2019-06-26,2019-12-19
NCT04947033,A Study Evaluating TJ210001 in the Treatment of Subjects With Advanced Solid Tumors,PHASE1,Advanced Solid Tumor,RECRUITING,25.0,1,1,China,2023-12-31,2024-12-31
NCT06017895,Doxepin Solution for Alleviation of Stubborn Breakthrough Pain Induced by Swallowing in Patients Receiving Radiotherapy for Nasopharyngeal Carcinoma,NA,Swallowing-induced Pain,RECRUITING,178.0,1,1,China,2023-10-31,2026-02-15
NCT00042939,Irinotecan and Docetaxel With or Without Cetuximab in Treating Patients With Metastatic Pancreatic Cancer,PHASE2,Pancreatic Cancer,COMPLETED,94.0,0,0,,2003-12-09,2009-06
NCT05543239,Efficacy and Safety of Transcutaneous Auricular Vagus Nerve Stimulation on Radiotherapy-Related Neuropathic Pain,NA,"Neuropathic Pain, Radiotherapy Side Effect",UNKNOWN,116.0,4,1,China,2022-09-16,2023-11-01
NCT02410577,89Zr-J591 Anti-Prostate-Specific Membrane Antigen Monoclonal Antibody in Patients With Glioblastoma Multiforme,NA,Glioblastoma,COMPLETED,2.0,1,1,United States,2015-04,2018-08
NCT01024101,Early Phase II Study of Weekly Paclitaxel (BMS-181339) in Patient With Advanced or Recurrent Head and Neck Cancer,PHASE2,Head and Neck Cancer,COMPLETED,36.0,0,0,,2004-01,2005-12
NCT04477681,"Securing Access to Innovative Molecules in Oncology and Hematology for Children, Adolescents and Young Adults",,Pediatric Cancer,RECRUITING,1000.0,31,1,France,2020-04-09,2026-04
NCT00494481,E3 Breast Cancer Taxotere Combination,PHASE2,Advanced Breast Cancer,COMPLETED,64.0,12,5,"Hungary, South Africa, Spain, Sweden, Taiwan",2006-01,2007-06
NCT05020119,Neoantigen-expanded Autologous Immune Cell Therapy,PHASE1,Advanced Solid Tumor,UNKNOWN,9.0,1,1,Taiwan,2021-04-09,2022-06-30
NCT05311319,HAIC Combined With Anlotinib and TQB2450 as Adjuvant Therapy in HCC Patients With High Risk of Recurrence After Resection,PHASE2,Hepatocarcinoma,UNKNOWN,70.0,1,1,China,2022-01-11,2022-12
NCT06359730,Incidence and Risk Factors of Low Anterior Resection Syndrome,,Colorectal Cancer,COMPLETED,120.0,1,1,Egypt,2017-12-01,2022-12-01
NCT00877630,Minimal Invasiveness of Endoscopic Thyroidectomy,,Thyroid Nodule,COMPLETED,,1,1,China,2006-09,2007-05
NCT05463328,Open Versus Laparoscopic Assisted Pancreaticoduodenectomy,NA,Pancreas Neoplasm,UNKNOWN,40.0,0,0,,2022-12-01,2023-12-01
NCT03418428,Intestinal Microbiome After Gastrectomy,,Gastric Cancer,COMPLETED,34.0,1,1,Lithuania,2018-04-01,2019-06-30
NCT01355965,Autologous Redirected RNA Meso-CIR T Cells,PHASE1,Malignant Pleural Mesothelioma,COMPLETED,18.0,1,1,United States,2011-05,2015-07
NCT06142500,WEST-KOaST Study: WES Analysis of Testicular Cancer Patientsand Their First-degree Family Members,NA,Testicular Cancer,NOT_YET_RECRUITING,4500.0,0,0,,2023-12-01,2025-09-21
NCT00676936,Corticosteroids for Cancer Pain,PHASE3,"Cancer, Pain",COMPLETED,50.0,6,1,Norway,2008-04,2012-02
NCT04903236,MR-BIO: a Study to Evaluate Changes in MR Imaging and Biological Parameters,,Cancer,RECRUITING,250.0,1,1,United Kingdom,2020-10-20,2025-06
NCT03631836,"Phase I Study of Monoclonal Antibondy (GS) 5745, an Matix Metalloproteinase 9 (MMP9) Mab Inhibitor, in Combination With Bevacizumab in Patients With Recurrent Glioblastoma",PHASE1,Glioblastoma,UNKNOWN,34.0,1,1,France,2019-01-01,2022-01-01
NCT03894007,Improving Pre-operative Systemic Therapy for Human Epidermal Growth Factor Receptor 2 (HER2) Amplified Breast Cancer,PHASE2,"Early-stage Breast Cancer, HER2-positive Breast Cancer",TERMINATED,6.0,8,1,Sweden,2019-05-23,2021-06-30
NCT00732992,A Safety Study Of Sunitinib In Combination With Pemetrexed In Patients With Advanced Solid Malignancies,PHASE1,"Neoplasm, Malignant",COMPLETED,12.0,1,1,Japan,2008-08,2009-11
NCT00004211,Vaccine Therapy in Treating Patients With Metastatic Prostate Cancer,PHASE1,Prostate Cancer,COMPLETED,17.0,1,1,United States,1999-07,
NCT03307811,Endoscopic Ultrasound Guided Liver Biopsy,NA,"Hepatic Cancer, Hepatic Neoplasm, Hepatic Carcinoma",COMPLETED,40.0,1,1,United States,2017-08-01,2018-06-19
NCT03224871,UCDCC#269: A Pilot Study of Interlesional IL-2 and RT in Patients With NSCLC.,EARLY_PHASE1,METASTATIC NON-SMALL CELL LUNG CANCER,COMPLETED,3.0,1,1,United States,2017-08-11,2020-01-10
NCT03261271,Weight Management Aimed to Reduce Risk and Improve Outcomes From Radical Prostatectomy,NA,"Obesity, Prostate Cancer",COMPLETED,40.0,1,1,United States,2017-11-02,2023-11-28
NCT01719744,Study of ENMD-2076 in Patients With Advanced/Metastatic Soft Tissue Sarcoma,PHASE2,"Advanced, Metastatic, Soft Tissue Sarcoma",COMPLETED,25.0,1,1,Canada,2013-01,2015-12
NCT05115344,Study of Flonoltinib Maleate Tablets in the Treatment of Proliferative Bone Marrow Tumors,PHASE1,"Myeloproliferative Neoplasm (MPN), Myelofibrosis，MF",UNKNOWN,31.0,0,0,,2021-11-12,2022-12-29
NCT01179464,Effect of Aminobiphosphonates and Statins on Circulating Vgamma9Vdelta2-T Cells,NA,Bone Metastases of a Malignant Tumor,COMPLETED,19.0,1,1,Netherlands,2010-08,2013-05
NCT00259064,Iressa v BSC (Best Supportive Care) in First Line NSCLC,PHASE2,NSCLC,COMPLETED,216.0,36,5,"Australia, Canada, Czechia, Netherlands, United Kingdom",2004-09,2007-02
NCT00003709,Chemotherapy in Treating Patients With Advanced Solid Tumors,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",COMPLETED,25.0,2,1,United States,1998-10,2000-11
NCT02927899,Taste Acceptability of Tomato-Soy-Arugula Seed Beverages in Men With Prostate Cancer,NA,Prostate Carcinoma,COMPLETED,27.0,1,1,United States,2015-04-15,2015-04-15
NCT01808599,Phase II Study of Chlorambucil and Subcutaneous Rituximab in Patients With Extranodal MALT Lymphoma,PHASE2,MALT Lymphoma,ACTIVE_NOT_RECRUITING,112.0,38,3,"France, Italy, Switzerland",2013-12,2016-03
NCT00930098,"A Phase II, Open-Label Study of Clofarabine in Paediatric Patients With Refractory/Relapsed Acute Lymphoblastic Leukaemia",PHASE2,Acute Lymphoblastic Leukemia,COMPLETED,74.0,36,6,"Austria, France, Germany, Italy, Netherlands, United Kingdom",2003-12,
NCT05751798,Dose-finding and Dose Expansion Study of OSE-279 in Subjects With Advanced Solid Tumors or Lymphomas,PHASE1,"Solid Advanced Tumor, Lymphoma, NSCLC (Non-small Cell Lung Cancer)",RECRUITING,41.0,10,3,"Belgium, France, Spain",2022-12-20,2029-12
NCT00940498,Study of PF-05212384 (Also Known as PKI-587)Administered Intravenously To Subjects With Solid Tumors,PHASE1,Neoplasms,COMPLETED,78.0,9,3,"Spain, United Kingdom, United States",2010-01,2011-08
NCT02638298,Incisional Negative Pressure Wound Therapy for Preoperatively Irradiated Lower Extremity Soft Tissue Sarcoma Wounds,NA,"Sarcoma, Cancer, Infectious Disease",COMPLETED,163.0,1,1,United States,2015-12,2024-07
NCT06776198,"Precision Therapy Based on Immune Microenvironment by Transcriptome Sequencing of Osteosarcoma, a Prospective, Multi-cohort Exploratory Clinical Study",,"Osteosarcoma, Transcriptome, Tumor Microenvironment, Precision Medicine",NOT_YET_RECRUITING,100.0,0,0,,2025-03-01,2026-03-01
NCT00022698,"Capecitabine and Irinotecan in Treating Patients With Locally Advanced, Recurrent, or Metastatic Colorectal Cancer",PHASE2,Colorectal Cancer,COMPLETED,67.0,17,1,United States,2001-05,2004-12
NCT00538863,Long-term Safety and Efficacy Study of Fentanyl Sublingual Spray for the Treatment of Breakthrough Cancer Pain,PHASE3,"Cancer, Pain",COMPLETED,319.0,52,3,"Canada, India, United States",2007-12,2010-10
NCT01419587,Ketogenic Diet With Chemoradiation for Lung Cancer (KETOLUNG),NA,"Carcinoma, Non-Small-Cell Lung",TERMINATED,11.0,1,1,United States,2011-07,2017-06-30
NCT01264887,Tapentadol in Chronic Malignant Tumour Related Pain,PHASE3,"Cancer, Chronic Pain, Pain",TERMINATED,31.0,12,7,"Bulgaria, Hungary, Moldova, Poland, Romania, Russia, Serbia",2011-03,2014-05
NCT02293993,Phase 1 Study of SGI-110 in Patients With Acute Myeloid Leukemia,PHASE1,Acute Myeloid Leukemia,COMPLETED,21.0,3,1,Japan,2015-01-07,2017-06-14
NCT03979521,Burden of Disease in Myasthenia Gravis,,Myasthenia Gravis,COMPLETED,1680.0,1,1,Germany,2019-05-01,2019-07-31
NCT02892721,Performance and Evaluation for CT Colonography Screening,NA,"Colonic Neoplasms, Colorectal Neoplasms",COMPLETED,139.0,1,1,United Kingdom,2017-04-20,2019-12-31
NCT06175221,Autologous TLPO Vaccine Basket,PHASE2,"Tumor, Solid, Tumor Metastasis, Cancer, Tumor",TERMINATED,63.0,1,1,United States,2023-11-29,2025-07-02
NCT06718114,A Study on Early Removal of Urinary Catheter After Gastric Cancer Surgery Applying ERAS Protocols,NA,Urinary Catheter Removal After Surgery,COMPLETED,181.0,1,1,China,2021-12-10,2024-06-20
NCT05226416,Analysis of Health Status of Сomorbid Adult Patients With COVID-19 Hospitalised in Fourth Wave of SARS-CoV-2 Infection,,"COVID-19, Chronic Heart Failure, Diabetes Mellitus, Chronic Kidney Diseases, Ischemic Heart Disease, Arrythmia, Hypertensive Heart Disease, Overweight and Obesity, Oncology, Ischemic Stroke, Myocardial Infarction, Atrial Fibrillation, DVT, Stroke, Copd, Asthma, Pulmonary Embolism, Anemia, Myocarditis",COMPLETED,3554.0,1,1,Russia,2022-02-21,2022-03-31
NCT00790816,Continuation Study of Lapatinib Monotherapy or Lapatinib in Combination With Other Anti-cancer Agents,PHASE1,"Neoplasms, Breast",COMPLETED,500.0,23,5,"Canada, Netherlands, South Korea, Spain, United States",2008-10,2016-08-19
NCT00491816,Erlotinib Plus Chemotherapy for Treatment of Triple Negative Breast Cancer,PHASE2,Breast Cancer,UNKNOWN,32.0,1,1,United States,2007-07,2014-12
NCT06411704,Remote Exercise Video Adaptations to Maximize Physical Activity in Childhood Cancer,,"Frailty, Survivorship, Childhood Cancer",ACTIVE_NOT_RECRUITING,10.0,1,1,United States,2024-06-06,2026-06
NCT03801304,Trial to Evaluate Safety and Efficacy of Vinorelbine With Metronomic Administration in Combination With Atezolizumab as Second-line Treatment for Patients With Stage IV Non-small Cell Lung Cancer,PHASE2,Non-small Cell Lung Cancer,COMPLETED,80.0,13,1,France,2019-01-24,2021-01-04
NCT06974604,"Preventing Dato-DXd Associated Stomatitis With Dexamethasone Mouthwash, TROPION-DM",PHASE2,"Breast Neoplasms, Lung Neoplasms",RECRUITING,60.0,1,1,United States,2025-10-22,2027-05-31
NCT00955084,Maintenance Study on the Long Term Safety of XL999,PHASE1,Advanced Malignancies,COMPLETED,2.0,2,1,United States,2008-08,2010-05
NCT05718284,High Flow Nasal Cannula After Esophagectomy,NA,"Esophageal Cancer, Postoperative Pulmonary Atelectasis, Postoperative Pneumonia, Postoperative Pneumothorax, Postoperative Infection of Incision, Postoperative Acute Myocardial Infarction",UNKNOWN,320.0,1,1,Italy,2023-04-01,2024-10
NCT03874884,177Lu-PSMA-617 Therapy and Olaparib in Patients With Metastatic Castration Resistant Prostate Cancer,PHASE1,Metastatic Castration Resistant Prostate Cancer (mCRPC),ACTIVE_NOT_RECRUITING,70.0,2,1,Australia,2019-07-09,2025-05
NCT02997384,Feasibility of Breast Cancer Risk Evaluation in Women From the General Population,,Breastcancer,UNKNOWN,600.0,1,1,France,2016-12,2017-06
NCT01116804,Role PET Imaging in Response Assessment for Hepatocellular Carcinoma (HCC),PHASE1,Primary Liver Cancer,COMPLETED,36.0,1,1,Belgium,2010-06-16,2020-01-20
NCT00005952,Temozolomide Plus Peripheral Stem Cell Transplantation in Treating Children With Newly Diagnosed Malignant Glioma or Recurrent CNS or Other Solid Tumors,PHASE1,"Brain and Central Nervous System Tumors, Childhood Germ Cell Tumor, Head and Neck Cancer, Kidney Cancer, Neuroblastoma, Ovarian Cancer, Sarcoma, Testicular Germ Cell Tumor",COMPLETED,30.0,1,1,United States,2000-08,2005-11
NCT04882033,Concurrent Chemoradiotherapy Combination With Anlotinib for Limited-stage Small Cell Lung Cancer,PHASE1,Small Cell Lung Cancer Limited Stage,UNKNOWN,9.0,1,1,China,2021-05-07,2021-07-01
NCT01953952,Radiation Therapy and Cisplatin With or Without Surgery in Treating Patients With Stage III-IV Oropharyngeal Cancer,PHASE2,"Stage III Squamous Cell Carcinoma of the Oropharynx, Stage IVA Squamous Cell Carcinoma of the Oropharynx, Tongue Cancer",WITHDRAWN,0.0,1,1,United States,2013-12,2015-02
NCT06104553,A Trial of SHR-A1912 Combined With Other Therapies in B-cell Non-Hodgkin 's Lymphoma,PHASE1,B-cell Non-Hodgkin's Lymphoma,RECRUITING,132.0,1,1,China,2023-11-17,2025-12
NCT05472753,Dietary Supplement on the Intestinal Microbiota in Patients with Colon Cancer,NA,Colon Cancer,COMPLETED,75.0,1,1,Spain,2022-11-16,2024-02-27
NCT02081937,CART-19 Immunotherapy in Mantle Cell Lymphoma,PHASE1,"Hematopoietic/Lymphoid Cancer, Non-hodgkin Lymphoma,B Cell, Mantle Cell Lymphoma",UNKNOWN,2.0,1,1,China,2014-03,2018-12
NCT03673072,Neoadjuvant Chemotherapy With Gemcitabine Plus Cisplatin Followed by Radical Liver Resection Versus Immediate Radical Liver Resection Alone With or Without Adjuvant Chemotherapy in Incidentally Detected Gallbladder Carcinoma After Simple Cholecystectomy or in Front of Radical Resection of BTC,PHASE3,"Incidental Gallbladder Carcinoma, Biliary Tract Cancer",COMPLETED,68.0,1,1,Germany,2019-07-01,2024-10-10
NCT04995172,Feasibility of Mobile-CT-Assisted Bronchoscopy for the Diagnosis of Lung Lesion,,Lung Neoplasm,COMPLETED,72.0,1,1,United States,2021-04-19,2024-11-27
NCT05418595,Ultrasonographic Evaluation of Ovarian Stromal Vascularity in Women With Polycystic Ovary Syndrome (PCOS),,Ovarian Cysts,COMPLETED,42.0,1,1,Turkey (Türkiye),2022-06-13,2022-09-04
NCT03568539,IBI308 in Subjects With Advanced/Metastatic Solid Malignancies,PHASE1,Advanced/Metastatic Solid Malignancies,COMPLETED,39.0,7,1,United States,2018-06-27,2020-11-09
NCT07191977,Neoadjuvant Camrelizumab With Palbociclib for Resectable Esophageal Squamous Cell Carcinoma,PHASE2,Esophageal Squamour Cell Cancer,NOT_YET_RECRUITING,41.0,0,0,,2026-01,2027-12
NCT01470677,Tachosil for the Prevention of Symptomatic Lymph Cysts,PHASE3,"Endometrial Cancer, Cervical Cancer",COMPLETED,220.0,2,2,"Austria, Germany",2011-11,2016-01
NCT00496275,Phase I Combination With Vinorelbine or Gemcitabine Plus Cisplatin in Locally Advanced or Metastatic NSCLC,PHASE1,Non Small Cell Lung Cancer,COMPLETED,17.0,0,0,,2006-08,
NCT01030757,Study of Stereotactic Body Radiation Therapy Using Tomotherapy for Metastatic Tumors to the Liver,PHASE2,Liver Cancer,TERMINATED,2.0,1,1,United States,2009-06,2013-05
NCT00870701,Observation Versus Post-surgery Radiotherapy After Complete Exeresis in Soft Tissues Members Sarcoma,PHASE3,Soft Tissue Sarcoma of Members,TERMINATED,77.0,18,1,France,2009-03-19,2017-03-10
NCT04095312,"Clinical Study for Evaluating the Clinical Safety and Effectiveness of the Automated Robotic Robot, Revo-i Surgical Robot System (Model MSR-5100), Used for General Endoscopic Surgery.",NA,Periampullary Cancer,UNKNOWN,33.0,1,1,South Korea,2019-09-17,2020-03
NCT06548412,"CTX-009 With Gemcitabine, Cisplatin, and Durvalumab as First-line Therapy in Patients With Unresectable or Metastatic Biliary Tract Cancers",PHASE1,Metastatic Biliary Tract Cancer,RECRUITING,50.0,1,1,United States,2025-01-22,2027-05-01
NCT03174912,In the Prediction of Recurrence and Progression of NMIBC; EORTC or CUETO or Both?,PHASE4,"Bladder Cancer, Disease Progression, Recurrent Bladder Cancer",COMPLETED,400.0,0,0,,2007-01-01,2016-12-31
NCT05095519,Hepatocellular Carcinoma Imaging Using PSMA PET/CT,PHASE2,Hepatocellular Carcinoma,ACTIVE_NOT_RECRUITING,30.0,4,1,Australia,2021-09-08,2026-03-08
NCT00975819,Safety and Efficacy Study of Sirolimus in Complicated Vascular Anomalies,PHASE2,"Kaposiform Hemangioendotheliomas, Tufted Angioma, Capillary Venous Lymphatic Malformation, Venous Lymphatic Malformation, Microcystic Lymphatic Malformation, Mucocutaneous Lymphangiomatosis and Thrombocytopenia, Capillary Lymphatic Arterial Venous Malformations, PTEN Overgrowth Syndrome With Vascular Anomaly, Lymphangiectasia Syndromes",UNKNOWN,60.0,2,1,United States,2009-10,2014-03
NCT05204030,Hashtag HPV: HPV Vaccine Twitter Education Program,NA,"Human Papilloma Virus, Vaccine-Preventable Diseases",UNKNOWN,600.0,1,1,United States,2021-12-13,2023-08-30
